2024-03-11 12:37:54,883 INFO    MainThread:20700 [wandb_setup.py:_flush():76] Current SDK version is 0.16.4
2024-03-11 12:37:59,208 INFO    MainThread:20700 [wandb_config.py:__setitem__():151] config set num_channels = 64 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000002B434466680>>
2024-03-11 12:37:59,208 INFO    MainThread:20700 [wandb_run.py:_config_callback():1343] config_cb num_channels 64 None
2024-03-11 12:37:59,208 INFO    MainThread:20700 [wandb_config.py:__setitem__():151] config set l2scale = 1e-05 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000002B434466680>>
2024-03-11 12:37:59,208 INFO    MainThread:20700 [wandb_run.py:_config_callback():1343] config_cb l2scale 1e-05 None
2024-03-11 12:37:59,209 INFO    MainThread:20700 [wandb_config.py:__setitem__():151] config set lr = 0.001 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000002B434466680>>
2024-03-11 12:37:59,209 INFO    MainThread:20700 [wandb_run.py:_config_callback():1343] config_cb lr 0.001 None
2024-03-11 12:37:59,210 INFO    MainThread:20700 [wandb_config.py:__setitem__():151] config set optimiser = adam - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000002B434466680>>
2024-03-11 12:37:59,210 INFO    MainThread:20700 [wandb_run.py:_config_callback():1343] config_cb optimiser adam None
2024-03-11 12:37:59,210 INFO    MainThread:20700 [wandb_config.py:__setitem__():151] config set batch_size = 128 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000002B434466680>>
2024-03-11 12:37:59,211 INFO    MainThread:20700 [wandb_run.py:_config_callback():1343] config_cb batch_size 128 None
2024-03-11 12:37:59,212 INFO    MainThread:20700 [wandb_config.py:__setitem__():151] config set save = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000002B434466680>>
2024-03-11 12:37:59,212 INFO    MainThread:20700 [wandb_run.py:_config_callback():1343] config_cb save None None
2024-03-11 12:37:59,212 INFO    MainThread:20700 [wandb_config.py:__setitem__():151] config set load = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000002B434466680>>
2024-03-11 12:37:59,213 INFO    MainThread:20700 [wandb_run.py:_config_callback():1343] config_cb load None None
2024-03-11 12:37:59,213 INFO    MainThread:20700 [wandb_config.py:__setitem__():151] config set use_case = heloc - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000002B434466680>>
2024-03-11 12:37:59,213 INFO    MainThread:20700 [wandb_run.py:_config_callback():1343] config_cb use_case heloc None
2024-03-11 12:37:59,213 INFO    MainThread:20700 [wandb_config.py:__setitem__():151] config set version = unconstrained - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000002B434466680>>
2024-03-11 12:37:59,214 INFO    MainThread:20700 [wandb_run.py:_config_callback():1343] config_cb version unconstrained None
2024-03-11 12:37:59,214 INFO    MainThread:20700 [wandb_config.py:__setitem__():151] config set skip_evaluation = False - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000002B434466680>>
2024-03-11 12:37:59,214 INFO    MainThread:20700 [wandb_run.py:_config_callback():1343] config_cb skip_evaluation False None
2024-03-11 12:37:59,215 INFO    MainThread:20700 [wandb_config.py:__setitem__():151] config set runtime_evaluation_only = False - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000002B434466680>>
2024-03-11 12:37:59,215 INFO    MainThread:20700 [wandb_run.py:_config_callback():1343] config_cb runtime_evaluation_only False None
2024-03-11 12:37:59,215 INFO    MainThread:20700 [wandb_config.py:__setitem__():151] config set exp_path = outputs/TableGAN_out/heloc/unconstrained/unconstrained_random_0_adam_300_128_100_64_11-03-24--12-37-49 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000002B434466680>>
2024-03-11 12:37:59,215 INFO    MainThread:20700 [wandb_run.py:_config_callback():1343] config_cb exp_path outputs/TableGAN_out/heloc/unconstrained/unconstrained_random_0_adam_300_128_100_64_11-03-24--12-37-49 None
2024-03-11 12:38:10,220 WARNING MsgRouterThr:20700 [router.py:message_loop():77] message_loop has been closed
